"id","name","age","potential","body_type","value","wage"
"17501","A. Al Dhafeeri","20","63","Normal","100000","4000"
"17502","M. Saavedra","18","69","Normal","140000","1000"
"17503","S. Wolf","19","67","Normal","130000","1000"
"17504","C. John","18","72","Normal","130000","3000"
"17505","Jin Hui","29","54","Normal","70000","2000"
"17506","T. Renaud","17","77","Lean","130000","1000"
"17507","J. Finnerty","19","71","Lean","130000","1000"
"17508","K. Ackermann","17","75","Normal","150000","1000"
"17509","J. Romanski","18","64","Lean","90000","1000"
"17510","D. Gutiérrez","21","66","Lean","120000","1000"
"17511","P. Wiśniewski","19","64","Normal","90000","1000"
"17512","J. Hamilton","18","73","Lean","140000","1000"
"17513","Zhao Xuebin","25","58","Lean","90000","2000"
"17514","Li Hailong","21","64","Lean","100000","2000"
"17515","F. Ibsen","21","64","Normal","90000","1000"
"17516","B. Rivera","18","73","Lean","130000","1000"
"17517","R. McCrorie","20","69","Normal","120000","3000"
"17518","D. Ojo","17","67","Normal","100000","1000"
"17519","A. Parsons","19","70","Normal","130000","2000"
"17520","J. Doherty","17","74","Normal","120000","1000"
"17521","N. Geisler","17","71","Lean","130000","1000"
"17522","C. Devlin","20","70","Normal","150000","1000"
"17523","M. Kulke","17","72","Normal","130000","1000"
"17524","L. Pellegrini","18","71","Normal","130000","1000"
"17525","J. Scholz","19","68","Normal","130000","1000"
"17526","S. Moloney","18","59","Normal","60000","1000"
"17527","Y. Omoto","23","58","Lean","90000","1000"
"17528","C. Lemonheigh-Evans","21","65","Lean","120000","5000"
"17529","K. O'Sullivan","18","66","Lean","110000","1000"
"17530","D. Higgins","20","66","Normal","110000","1000"
"17531","K. Krzepisz","18","62","Normal","70000","1000"
"17532","O. Edlund","18","66","Lean","110000","1000"
"17533","Y. Al Qarni","19","66","Normal","100000","2000"
"17534","Y. Maouche","20","66","Lean","110000","2000"
"17535","L. Hedlund","19","68","Normal","130000","1000"
"17536","J. Wicks","18","68","Normal","120000","1000"
"17537","S. Haubrock","18","69","Normal","110000","1000"
"17538","A. Estacio","20","69","Normal","130000","1000"
"17539","J. Brändle","18","70","Lean","110000","1000"
"17540","C. Singh","21","62","Lean","0","0"
"17541","J. Walton","20","70","Normal","110000","1000"
"17542","N. Sette","18","67","Normal","120000","1000"
"17543","K. Sparta","18","67","Lean","120000","1000"
"17544","T. Crawford","19","65","Lean","100000","1000"
"17545","C. Coxe","19","69","Normal","110000","2000"
"17546","A. Crookes","20","63","Normal","80000","4000"
"17547","J. Waite","19","69","Normal","130000","3000"
"17548","L. Pierre","20","68","Normal","130000","1000"
"17549","K. Mooney","19","67","Lean","130000","2000"
"17550","J. Piggott","19","67","Normal","130000","4000"
"17551","F. Figueroa","20","66","Lean","110000","1000"
"17552","R. Harrington","19","66","Lean","100000","1000"
"17553","F. Sasmay","20","63","Normal","100000","1000"
"17554","L. Rivas","19","70","Normal","100000","1000"
"17555","R. Gorman","24","58","Normal","70000","1000"
"17556","D. Smith","18","72","Lean","120000","1000"
"17557","A. Long","21","65","Normal","80000","1000"
"17558","M. Tomizawa","24","57","Normal","60000","1000"
"17559","Xu Jiamin","24","58","Normal","60000","1000"
"17560","E. Löder","18","62","Normal","80000","1000"
"17561","O. Breistøl","19","66","Normal","110000","1000"
"17562","M. Schlosser","19","62","Normal","70000","1000"
"17563","L. Talbro","19","70","Lean","110000","1000"
"17564","E. Banza","18","67","Normal","120000","1000"
"17565","Zhu Chenjie","17","74","Normal","120000","1000"
"17566","T. Hamer","18","73","Lean","110000","1000"
"17567","K. Agudelo","19","69","Normal","130000","1000"
"17568","D. Szczerbal","22","56","Normal","50000","1000"
"17569","F. Niang","23","60","Normal","80000","1000"
"17570","N. Tzanev","21","65","Lean","80000","1000"
"17571","Y. Suzuki","19","68","Lean","130000","1000"
"17572","J. Keaney","19","66","Lean","110000","1000"
"17573","E. Williamson","21","64","Normal","100000","1000"
"17574","F. Majchrowicz","18","65","Stocky","80000","1000"
"17575","A. Estrada","19","65","Normal","100000","1000"
"17576","D. Feka","21","59","Lean","70000","1000"
"17577","J. Dodd","17","66","Lean","100000","1000"
"17578","G. Hurst","21","67","Normal","130000","1000"
"17579","Lei Wenjie","21","63","Normal","100000","2000"
"17580","D. Bumberger","19","64","Normal","90000","1000"
"17581","D. Diaz","22","63","Lean","80000","1000"
"17582","S. Sarıkaya","18","72","Lean","120000","1000"
"17583","M. Zapytowski","17","65","Lean","70000","1000"
"17584","A. Piróg","18","65","Lean","100000","1000"
"17585","L. Allan","21","62","Normal","90000","1000"
"17586","D. Valdelamar","21","63","Normal","90000","1000"
"17587","E. Erhahon","17","74","Lean","120000","1000"
"17588","K. Jaksik","18","65","Lean","80000","1000"
"17589","Lucas Ribeiro","19","71","Lean","130000","1000"
"17590","G. Comerford","24","58","Normal","70000","1000"
"17591","B. Yáñez","17","71","Normal","120000","1000"
"17592","H. Stenevik","18","72","Lean","120000","1000"
"17593","M. Kennedy","21","63","Normal","100000","1000"
"17594","S. Sinyan","21","62","Lean","90000","1000"
"17595","K. Yoshio","20","60","Normal","80000","1000"
"17596","R. Rode","29","54","Normal","50000","1000"
"17597","A. Bahtijar","19","65","Lean","100000","1000"
"17598","N. Kastenhofer","19","68","Lean","110000","1000"
"17599","S. Heil","19","64","Normal","90000","1000"
"17600","M. Schragl","19","68","Normal","100000","1000"
"17601","P. Selkos","18","71","Normal","120000","1000"
"17602","J. Hanek","19","64","Lean","100000","1000"
"17603","B. Manosalva","20","62","Normal","70000","1000"
"17604","M. Christiansen","17","63","Normal","60000","1000"
"17605","S. Hausner","18","67","Lean","110000","1000"
"17606","L. Pelletier","18","68","Lean","100000","1000"
"17607","T. Herbots","17","73","Normal","100000","1000"
"17608","R. Miura","26","56","Normal","50000","1000"
"17609","M. Matsumoto","23","61","Lean","90000","1000"
"17610","S. Jamieson","19","70","Stocky","130000","1000"
"17611","T. Nishiyama","18","67","Lean","110000","1000"
"17612","Felipe Ferreyra","20","67","Lean","130000","1000"
"17613","Y. Kaiser","20","62","Normal","80000","2000"
"17614","T. Hara","19","68","Lean","130000","1000"
"17615","A. Ocejo","20","62","Lean","90000","2000"
"17616","N. Ochojski","19","65","Lean","90000","1000"
"17617","K. Krygård","18","62","Normal","90000","1000"
"17618","Cui Jingming","21","62","Normal","90000","1000"
"17619","B. Servania","19","70","Lean","130000","1000"
"17620","L. Langhans","19","66","Normal","110000","1000"
"17621","C. Farren","19","64","Lean","100000","1000"
"17622","K. Yao","19","70","Lean","110000","1000"
"17623","D. Karimani","19","68","Lean","130000","1000"
"17624","T. Mannek","21","62","Normal","90000","2000"
"17625","M. Twarowski","17","72","Lean","120000","1000"
"17626","H. Fossdal","19","67","Lean","100000","1000"
"17627","M. Muheim","20","67","Lean","130000","2000"
"17628","K. Al Mozaibri","21","63","Normal","70000","1000"
"17629","A. Papadopoulos","18","73","Normal","110000","1000"
"17630","P. Buch Christiansen","18","70","Normal","120000","1000"
"17631","Sun Kai","27","53","Normal","50000","2000"
"17632","K. Shibato","22","62","Lean","80000","1000"
"17633","L. McCarron","17","63","Normal","80000","1000"
"17634","H. Hernández","17","71","Normal","120000","1000"
"17635","L. Jacot","18","69","Normal","100000","1000"
"17636","M. Bildøy","18","69","Normal","120000","1000"
"17637","Wang Min","23","60","Normal","60000","1000"
"17638","Li Fang","25","56","Normal","60000","1000"
"17639","E. Alarcón","25","57","Lean","50000","2000"
"17640","P. Ouaneh","20","64","Normal","90000","1000"
"17641","Zhong Yihao","22","58","Normal","80000","2000"
"17642","S. Arango","22","63","Normal","70000","1000"
"17643","L. Ranger","19","67","Normal","110000","1000"
"17644","L. Moser","18","71","Normal","100000","1000"
"17645","J. Campaz","18","75","Normal","130000","1000"
"17646","M. Ramkilde","20","65","Lean","110000","2000"
"17647","Chen Weiming","21","62","Lean","80000","1000"
"17648","H. Al Ruwaili","23","60","Normal","70000","2000"
"17649","K. Laskoś","18","71","Lean","110000","1000"
"17650","J. Nahr","18","67","Normal","120000","1000"
"17651","R. Ogle","19","64","Normal","90000","1000"
"17652","S. Fukahori","20","63","Lean","100000","1000"
"17653","A. Yusuf","17","69","Lean","120000","1000"
"17654","M. Bazi","20","70","Lean","130000","1000"
"17655","L. Sedlak","18","66","Lean","80000","1000"
"17656","A. Bates","17","72","Lean","120000","1000"
"17657","Wen Junjie","21","64","Lean","90000","2000"
"17658","J. McCombe","35","53","Lean","10000","2000"
"17659","S. Warde","20","65","Lean","100000","2000"
"17660","R. Stewart","23","62","Normal","70000","1000"
"17661","Y. Mustafa","19","65","Normal","100000","1000"
"17662","Wen Zhixiang","25","56","Normal","50000","1000"
"17663","Choi Beom Kyung","21","64","Normal","100000","1000"
"17664","E. Hodge","22","63","Lean","100000","2000"
"17665","G. Vannucchi","22","60","Normal","60000","1000"
"17666","J. Smylie","18","65","Normal","100000","1000"
"17667","J. Gibson","20","67","Lean","130000","1000"
"17668","Shi Xiaodong","21","63","Normal","70000","1000"
"17669","S. Strózik","19","69","Normal","130000","1000"
"17670","Chen Wei","20","65","Normal","80000","1000"
"17671","A. Al Hassan","22","62","Lean","80000","3000"
"17672","I. Al Otaibi","21","65","Normal","100000","2000"
"17673","R. Kawai","39","53","Normal","0","1000"
"17674","Yu Hao","20","63","Lean","80000","2000"
"17675","Jeong Chung Yeob","20","68","Normal","130000","1000"
"17676","M. Al Nakhli","22","65","Lean","110000","3000"
"17677","Liu Yu","23","58","Normal","60000","1000"
"17678","D. Revan","17","72","Normal","110000","1000"
"17679","W. Longbottom","19","60","Lean","80000","1000"
"17680","R. Treacy","19","62","Normal","70000","1000"
"17681","J. Bartels","19","66","Normal","90000","1000"
"17682","M. Hayashi","21","64","Normal","80000","1000"
"17683","A. Rose","19","64","Lean","100000","1000"
"17684","D. Valencia","18","74","Lean","140000","1000"
"17685","D. Dumont","18","66","Lean","90000","1000"
"17686","Lee Yunoh","19","58","Normal","50000","1000"
"17687","J. Borquez","18","74","Stocky","110000","1000"
"17688","S. Byrne","23","61","Normal","90000","1000"
"17689","J. Anziani","19","66","Stocky","110000","1000"
"17690","M. Urwin","24","58","Normal","60000","1000"
"17691","A. Ben Lamin","17","67","Normal","110000","1000"
"17692","J. Hoormann","19","63","Lean","80000","1000"
"17693","B. Williams","19","71","Normal","110000","1000"
"17694","A. Jarvis","20","66","Normal","120000","1000"
"17695","M. Casey","18","73","Lean","110000","1000"
"17696","Sun Weizhe","21","58","Normal","70000","1000"
"17697","W. Al Enezi","19","68","Normal","110000","1000"
"17698","F. Langsdorf","22","60","Normal","80000","1000"
"17699","K. McClean","19","70","Normal","130000","1000"
"17700","Zhao Mingyu","21","65","Lean","110000","1000"
"17701","L. Coddington","23","63","Normal","70000","1000"
"17702","J. McGuire","23","61","Lean","70000","1000"
"17703","Yan Hao","19","69","Lean","130000","1000"
"17704","M. Ozga","18","68","Normal","110000","1000"
"17705","F. Nicastro","36","53","Normal","10000","1000"
"17706","P. Kekeris","18","70","Lean","120000","1000"
"17707","M. O'Connor","22","61","Lean","70000","1000"
"17708","G. Henriksson","20","61","Normal","80000","1000"
"17709","J. Doyle-Hayes","19","72","Lean","130000","1000"
"17710","S. Gustafsson","18","69","Normal","100000","1000"
"17711","J. Brady","21","67","Stocky","110000","1000"
"17712","E. Dubickas","19","68","Normal","130000","1000"
"17713","K. Broda","16","74","Normal","110000","1000"
"17714","L. Brook","17","75","Lean","130000","1000"
"17715","D. Gibbons","20","62","Normal","80000","1000"
"17716","D. Palacios","21","63","Lean","80000","1000"
"17717","M. Knox","18","75","Normal","140000","1000"
"17718","D. Makoma","19","64","Lean","100000","1000"
"17719","W. Długosz","18","63","Lean","90000","1000"
"17720","J. Giraldo","20","64","Lean","90000","1000"
"17721","L. Demaj","20","63","Normal","100000","1000"
"17722","J. King","17","69","Lean","100000","1000"
"17723","A. Al Meqran","21","62","Normal","90000","2000"
"17724","L. Soldini","17","71","Lean","100000","1000"
"17725","M. Al Shudukhi","19","71","Lean","130000","1000"
"17726","J. Skotadis","18","68","Lean","120000","1000"
"17727","T. Warner","44","53","Normal","0","1000"
"17728","M. Bustgaard Larsen","18","70","Normal","120000","1000"
"17729","D. Walters","19","64","Lean","100000","1000"
"17730","C. McLennan","18","73","Normal","120000","1000"
"17731","A. Klimczak","20","58","Normal","70000","1000"
"17732","A. Al Sabahi","21","62","Lean","80000","2000"
"17733","G. Nyberg","20","60","Normal","60000","1000"
"17734","K. Høgh","17","66","Normal","100000","1000"
"17735","B. Grøtterud","19","60","Lean","50000","1000"
"17736","R. Campbell","17","72","Lean","100000","2000"
"17737","O. Kåhed","19","64","Lean","80000","1000"
"17738","Feng Boxuan","21","62","Lean","80000","2000"
"17739","R. Yamamoto","17","68","Lean","100000","1000"
"17740","P. Sokół","18","74","Normal","100000","1000"
"17741","R. Najjarine","18","71","Normal","100000","1000"
"17742","P. Durin","17","74","Lean","90000","1000"
"17743","Xue Yanan","28","52","Normal","40000","2000"
"17744","J. Olstad","16","69","Lean","100000","1000"
"17745","M. Kaufmann","17","68","Normal","100000","1000"
"17746","E. Bojang","17","69","Lean","80000","1000"
"17747","O. Sahraoui","17","67","Lean","100000","1000"
"17748","O. Jonsson","21","60","Lean","60000","1000"
"17749","B. Slisz","19","64","Normal","90000","1000"
"17750","P. Kirk","20","60","Lean","60000","1000"
"17751","J. Skov Hansen","25","55","Normal","60000","2000"
"17752","E. Ceide","16","75","Lean","110000","1000"
"17753","S. Phillips","40","52","Normal","0","1000"
"17754","B. Waine","16","66","Lean","100000","1000"
"17755","J. Lambert","19","66","Normal","110000","1000"
"17756","T. Noda","20","59","Lean","70000","1000"
"17757","S. Noreña","19","66","Normal","100000","1000"
"17758","L. Smyth","16","73","Normal","110000","1000"
"17759","G. Newell","21","62","Lean","80000","1000"
"17760","M. Yıldız","19","61","Normal","60000","1000"
"17761","A. Scott","18","68","Lean","100000","1000"
"17762","B. Żynel","20","62","Lean","60000","1000"
"17763","T. Koch","17","73","Normal","100000","1000"
"17764","A. Romairone","18","71","Lean","100000","1000"
"17765","T. Hama","20","59","Normal","60000","1000"
"17766","A. Georgiou","18","65","Normal","90000","1000"
"17767","T. Yasui","19","65","Normal","80000","1000"
"17768","H. Abdulmajeed","21","62","Normal","60000","1000"
"17769","H. Hauso","17","68","Normal","90000","1000"
"17770","J. Stevens","20","58","Lean","50000","1000"
"17771","Ning Weichen","21","61","Lean","80000","2000"
"17772","G. Tolino","18","74","Normal","100000","1000"
"17773","A. McCann","18","72","Lean","100000","1000"
"17774","S. Boyd","20","66","Lean","110000","1000"
"17775","H. Saruta","19","67","Normal","90000","1000"
"17776","D. Bedoya","24","58","Normal","70000","1000"
"17777","M. Köstenbauer","16","74","Lean","90000","1000"
"17778","J. Diaz","17","74","Lean","110000","1000"
"17779","Dong Honglin","22","59","Lean","70000","2000"
"17780","C. Moore","18","70","Lean","100000","1000"
"17781","D. Mandroiu","19","67","Normal","110000","1000"
"17782","H. Biggins","22","61","Lean","80000","1000"
"17783","K. Yakob","17","70","Normal","100000","1000"
"17784","S. Opsahl","18","67","Lean","100000","1000"
"17785","K. Askildsen","17","77","Normal","110000","1000"
"17786","R. Cunningham","20","66","Normal","110000","1000"
"17787","A. Weidinger","21","60","Normal","60000","1000"
"17788","T. Möller","19","68","Lean","110000","1000"
"17789","A. Al Suhaimi","21","60","Normal","70000","2000"
"17790","A. Stamatelopoulos","19","66","Lean","110000","1000"
"17791","A. Lesiotis","18","69","Lean","90000","1000"
"17792","L. Beckemeyer","18","68","Lean","80000","1000"
"17793","M. Nelson","23","58","Normal","50000","1000"
"17794","M. Boe Mikkelsen","18","68","Normal","100000","1000"
"17795","M. Ormazábal","19","64","Lean","90000","1000"
"17796","D. Parkhouse","18","71","Normal","100000","1000"
