Name,Age,Potential,Body Type,Value,Wage
J. Illanes,21,68,Lean,270000.00,1000.00
M. Batmaz,18,73,Normal,375000.00,1000.00
B. Al Baqi,28,61,Normal,170000.00,4000.00
T. Hawkridge,28,60,Normal,210000.00,3000.00
V. Demaku,18,76,Lean,375000.00,1000.00
C. Sánchez,18,75,Normal,350000.00,1000.00
N. Janvier,19,77,Normal,450000.00,2000.00
C. Frommann,20,75,Normal,375000.00,2000.00
F. Robert,29,60,Normal,200000.00,3000.00
S. Al Dosari,26,60,Lean,220000.00,3000.00
L. Polvani,23,65,Normal,240000.00,2000.00
A. Krysiak,28,60,Lean,150000.00,1000.00
B. Moore,26,65,Normal,190000.00,1000.00
M. Peano,19,74,Lean,375000.00,1000.00
N. Diallo,22,70,Lean,290000.00,3000.00
A. Fejzullahu,25,65,Normal,230000.00,1000.00
D. Johnson,25,64,Normal,270000.00,1000.00
Jiang Ning,31,60,Normal,180000.00,2000.00
H. Narzary,24,66,Lean,0.00,0.00
S. Ntiya-Ntiya,21,68,Normal,260000.00,1000.00
Zhang Mengqi,28,60,Lean,170000.00,2000.00
L. Czyborra,19,76,Lean,400000.00,1000.00
M. Gneba,19,73,Normal,400000.00,2000.00
D. Bulman,39,60,Normal,50000.00,1000.00
F. Brener,20,73,Lean,400000.00,2000.00
M. Viviani,17,82,Lean,400000.00,1000.00
W. Kuzain,19,74,Lean,400000.00,1000.00
M. Erboğa,19,71,Normal,350000.00,1000.00
G. Bizzotto,21,70,Stocky,350000.00,1000.00
M. Skenderović,20,73,Lean,400000.00,4000.00
Sergio García,20,70,Normal,260000.00,1000.00
J. Ngando,18,71,Lean,325000.00,2000.00
J. Illum,26,62,Lean,250000.00,2000.00
V. Cabezas,20,73,Normal,325000.00,1000.00
R. Çağıran,23,69,Lean,280000.00,2000.00
E. Katayama,26,61,Normal,200000.00,1000.00
S. Arnold,28,61,Normal,170000.00,1000.00
R. Ziegele,21,74,Normal,425000.00,4000.00
E. Çelenk,29,60,Normal,200000.00,2000.00
C. Cooke,21,69,Normal,325000.00,1000.00
T. Johnson,19,71,Lean,350000.00,3000.00
L. Palmiero,22,71,Normal,350000.00,6000.00
F. Ugrinic,19,79,Stocky,450000.00,1000.00
M. Hausjell,19,73,Lean,400000.00,1000.00
N. Plume,21,69,Normal,280000.00,1000.00
H. Nakabayashi,32,60,Normal,120000.00,1000.00
J. Wind,19,77,Normal,450000.00,2000.00
I. Łasicki,23,67,Lean,250000.00,6000.00
G. Guiffrey,20,71,Lean,325000.00,2000.00
L. Woolfenden,19,70,Normal,280000.00,1000.00
T. Buhagiar,20,72,Lean,375000.00,1000.00
J. Hunt,27,60,Normal,170000.00,2000.00
Wang Fei,25,63,Lean,210000.00,2000.00
J. Cacciabue,20,71,Normal,350000.00,2000.00
Z. Brault-Guillard,19,74,Normal,400000.00,3000.00
J. Ebot-Etchi,22,67,Normal,240000.00,1000.00
J. Kamata,32,60,Normal,120000.00,2000.00
C. Ojeda,19,77,Lean,450000.00,1000.00
H. Ide,24,66,Normal,280000.00,2000.00
Kim Gyeong Min,21,70,Normal,350000.00,1000.00
J. David,18,79,Normal,375000.00,1000.00
T. Almada,17,80,Normal,400000.00,1000.00
K. Riksvold,24,63,Normal,260000.00,1000.00
M. Acikgöz,18,73,Lean,375000.00,3000.00
A. Poggenborg,34,60,Normal,80000.00,1000.00
A. Tutte,27,60,Lean,210000.00,2000.00
F. Costa,29,61,Normal,160000.00,2000.00
F. Buntić,21,70,Normal,260000.00,2000.00
M. Ashimeru,20,74,Lean,450000.00,4000.00
R. Lauwers,19,72,Normal,350000.00,1000.00
Sebas Moyano,21,73,Lean,400000.00,1000.00
M. Al Otaibi,25,62,Lean,250000.00,4000.00
S. McLoughlin,21,73,Normal,350000.00,1000.00
T. Matsuda,23,66,Lean,280000.00,1000.00
D. Fitz,19,78,Lean,450000.00,1000.00
A. Barry,25,64,Normal,230000.00,1000.00
B. Nordström,22,69,Lean,270000.00,1000.00
M. Sarkaria,21,69,Normal,325000.00,2000.00
F. Pangop,25,63,Normal,260000.00,1000.00
F. Sachpekidis,20,72,Lean,375000.00,1000.00
M. Mølvadgaard,18,73,Normal,375000.00,1000.00
M. Grødem,19,72,Lean,350000.00,1000.00
M. Merghem,20,69,Lean,325000.00,1000.00
B. Galván,17,77,Lean,425000.00,1000.00
P. Perina,26,62,Lean,170000.00,1000.00
C. Jacob,21,70,Normal,290000.00,1000.00
J. Pereyra,19,77,Normal,450000.00,1000.00
J. Hou Sæter,20,75,Lean,450000.00,1000.00
S. Lebus,22,70,Normal,325000.00,2000.00
M. Dimun,21,73,Normal,350000.00,1000.00
D. Corcoran,29,60,Normal,210000.00,1000.00
E. Cantú,19,72,Lean,350000.00,3000.00
C. Beardsley,34,60,Stocky,110000.00,2000.00
S. Sinclair,30,60,Normal,190000.00,2000.00
Y. Fekir,21,72,Normal,375000.00,6000.00
S. Laiton,18,82,Lean,400000.00,1000.00
C. Riascos,24,67,Normal,240000.00,1000.00
D. Choinière,21,68,Lean,300000.00,1000.00
R. Mysak,26,64,Normal,190000.00,2000.00
M. Crowe,22,68,Normal,230000.00,1000.00
D. Fernández,20,67,Lean,290000.00,1000.00
G. Gori,19,75,Normal,450000.00,4000.00
C. McCarthy,20,69,Lean,280000.00,1000.00
Lee Tae Ho,27,61,Normal,200000.00,1000.00
D. O'Shea,19,72,Normal,325000.00,2000.00
Yeun Jong Gyu,20,74,Normal,400000.00,1000.00
F. Piszczek,23,67,Lean,300000.00,1000.00
M. Krauß,21,69,Normal,325000.00,1000.00
K. Lowe,32,60,Normal,120000.00,2000.00
S. Nigro,21,69,Lean,280000.00,1000.00
S. Lavery,19,76,Normal,450000.00,6000.00
K. Bennetts,19,78,Normal,450000.00,2000.00
A. Greene,28,60,Normal,210000.00,1000.00
M. Zeidan,20,71,Normal,350000.00,1000.00
B. Bvuma,23,69,Lean,240000.00,1000.00
T. Pukhov,20,71,Normal,350000.00,1000.00
N. Fadiga,18,79,Lean,425000.00,2000.00
E. Durrell,28,60,Stocky,210000.00,2000.00
H. Gueye,19,74,Lean,400000.00,1000.00
M. Cerofolini,19,79,Lean,375000.00,2000.00
D. Fitzpatrick,28,60,Normal,160000.00,2000.00
V. Theocharis,19,70,Lean,325000.00,1000.00
D. Evtimov,24,64,Lean,190000.00,1000.00
K. Yamga,21,69,Normal,325000.00,2000.00
Liu Huan,29,60,Normal,160000.00,3000.00
P. McLain,29,60,Normal,140000.00,1000.00
L. Bätge,20,70,Normal,260000.00,1000.00
G. Taylor,28,60,Lean,170000.00,2000.00
D. Pugh,35,60,Normal,90000.00,2000.00
F. Rohner,19,76,Lean,450000.00,1000.00
M. García,19,69,Lean,300000.00,1000.00
L. Valenti,19,75,Lean,400000.00,1000.00
Feng Jing,24,62,Normal,260000.00,1000.00
M. Kessel,33,60,Normal,130000.00,1000.00
J. Sinisterra,19,73,Normal,400000.00,2000.00
V. Henry,24,63,Normal,220000.00,1000.00
C. Chastang,20,67,Normal,250000.00,1000.00
M. Górski,28,60,Normal,210000.00,1000.00
C. Lewis,21,70,Normal,325000.00,1000.00
S. Jones,26,61,Normal,250000.00,2000.00
S. Kono,25,63,Normal,260000.00,1000.00
E. Oyeleke,25,63,Lean,260000.00,2000.00
G. Holohan,26,63,Lean,260000.00,1000.00
J. Quezada,27,63,Lean,170000.00,1000.00
J. Romil,23,69,Lean,325000.00,1000.00
R. Lawan,30,60,Normal,190000.00,1000.00
A. Canbaz,20,74,Normal,450000.00,1000.00
M. Berden,20,70,Stocky,325000.00,2000.00
A. Pattison,20,69,Normal,325000.00,5000.00
O. Zanzala,21,70,Normal,350000.00,1000.00
J. Kabongo,20,72,Lean,325000.00,3000.00
D. Gojko,20,68,Lean,300000.00,1000.00
Park Chang Jun,21,68,Normal,260000.00,1000.00
M. Hingerl,22,69,Lean,325000.00,1000.00
J. Chicco,20,76,Normal,425000.00,2000.00
Ke Zhao,29,60,Lean,160000.00,2000.00
H. Tijanovich,22,69,Normal,325000.00,2000.00
N. Fröling,18,73,Normal,375000.00,1000.00
P. Ng,22,69,Lean,280000.00,2000.00
K. Miś,22,66,Lean,240000.00,1000.00
I. Musalami,29,60,Lean,160000.00,2000.00
S. Asta,17,81,Normal,400000.00,1000.00
A. Verda,19,76,Lean,450000.00,1000.00
B. Makendzhiev,29,60,Stocky,0.00,0.00
A. Pululu,19,76,Normal,450000.00,2000.00
R. Browne,22,65,Normal,280000.00,1000.00
C. Odoi-Atsem,23,67,Lean,240000.00,1000.00
D. Aymerich,23,65,Lean,270000.00,1000.00
A. Hollingen,23,64,Lean,270000.00,1000.00
S. Doumbia,21,70,Lean,290000.00,2000.00
N. Mbouhom,19,72,Stocky,375000.00,3000.00
J. Morsay,20,70,Lean,325000.00,1000.00
R. Frantsen,26,60,Lean,220000.00,2000.00
C. Siya,19,74,Normal,450000.00,1000.00
Yun Ji Hyeok,20,74,Normal,425000.00,1000.00
J. Dörfler,21,67,Normal,290000.00,1000.00
A. Tiritiello,23,69,Stocky,280000.00,1000.00
G. Bakırbaş,22,66,Lean,210000.00,2000.00
A. Nathaniel-George,23,66,Lean,280000.00,1000.00
Zhang Xiaobin,24,64,Lean,270000.00,3000.00
Zhang Sipeng,31,60,Normal,130000.00,2000.00
D. Chessa,25,61,Lean,250000.00,1000.00
Tao Yuan,25,61,Lean,250000.00,3000.00
M. Balcılar,22,68,Lean,300000.00,2000.00
N. Iwadate,29,60,Normal,140000.00,2000.00
A. Diallo,24,66,Normal,280000.00,1000.00
C. Miller,20,74,Normal,400000.00,5000.00
A. Lajami,22,73,Normal,350000.00,3000.00
H. Fukushima,25,64,Lean,190000.00,1000.00
P. Soko,20,69,Normal,325000.00,2000.00
M. Camara,20,70,Lean,325000.00,3000.00
J. Álvarez,18,80,Normal,425000.00,2000.00
A. Nesbitt,21,74,Lean,450000.00,2000.00
B. Şen,19,76,Lean,375000.00,2000.00
L. Kosakiewicz,27,60,Lean,170000.00,1000.00
J. Mendive,21,69,Normal,240000.00,1000.00
Lee Jong Won,29,60,Normal,160000.00,1000.00
D. Hume,21,70,Lean,290000.00,1000.00
E. Besea,21,72,Lean,375000.00,2000.00
F. Núñez,22,69,Normal,325000.00,2000.00
E. Dahl Reitan,20,74,Normal,400000.00,1000.00
A. Bianchimano,21,70,Lean,350000.00,1000.00
J. Vreman,20,69,Normal,280000.00,1000.00
M. Di Gennaro,24,67,Normal,250000.00,1000.00
D. Love,23,66,Lean,240000.00,2000.00
C. Torres,22,70,Lean,290000.00,3000.00
R. Dickie,22,68,Normal,260000.00,2000.00
Pablo Ramón,17,81,Normal,400000.00,1000.00
G. Güney,19,77,Normal,400000.00,3000.00
T. Iida,23,64,Lean,220000.00,1000.00
F. Faist,29,60,Stocky,140000.00,1000.00
Sergio Moreno,19,73,Normal,400000.00,2000.00
G. Vrioni,19,70,Lean,325000.00,3000.00
W. Tchimbembé,20,74,Normal,450000.00,1000.00
M. Abu Shararah,27,61,Lean,240000.00,3000.00
P. Pusic,19,72,Lean,350000.00,1000.00
I. Rojas,20,71,Stocky,325000.00,1000.00
L. Chiappero,24,67,Normal,210000.00,1000.00
B. Sissoko,20,71,Lean,325000.00,1000.00
S. Paintsil,22,66,Normal,280000.00,2000.00
E. Amenyido,20,71,Normal,350000.00,1000.00
R. Charles-Cook,21,68,Lean,300000.00,1000.00
M. Heinrich,20,68,Normal,300000.00,1000.00
A. Erlingmark,20,69,Normal,325000.00,1000.00
G. Jones,22,69,Normal,270000.00,1000.00
M. Cassara,26,64,Normal,190000.00,1000.00
T. Tillman,19,78,Lean,450000.00,4000.00
Qiu Tianyi,29,61,Lean,180000.00,2000.00
Yang Jiawei,26,61,Normal,240000.00,3000.00
K. Khosonov,20,72,Lean,375000.00,1000.00
S. Frederiksen,28,60,Normal,210000.00,2000.00
L. Budziłek,27,61,Normal,160000.00,1000.00
J. Barmby,23,66,Normal,280000.00,1000.00
J. Franzoni,27,60,Normal,220000.00,3000.00
A. Bamba,18,79,Normal,375000.00,1000.00
C. Ilic,21,67,Lean,250000.00,1000.00
M. Gurski,39,60,Stocky,10000.00,1000.00
B. Gyamfi,22,67,Lean,240000.00,1000.00
Daniel Rebollo,18,74,Lean,350000.00,1000.00
G. Canto,24,68,Lean,260000.00,2000.00
Adrià Arjona,22,67,Normal,290000.00,1000.00
C. McFadzean,24,63,Lean,220000.00,2000.00
K. Brennan,34,60,Normal,60000.00,1000.00
E. Berger,24,67,Lean,250000.00,1000.00
M. Choinière,19,75,Lean,450000.00,1000.00
A. Siebeck,24,64,Normal,270000.00,1000.00
N. Sukacev,20,75,Lean,450000.00,2000.00
G. Thompson,37,60,Stocky,70000.00,1000.00
D. Tagami,25,63,Normal,220000.00,1000.00
D. Vokic,22,67,Lean,250000.00,1000.00
R. D'Haese,19,72,Lean,350000.00,1000.00
S. Seth,20,72,Lean,325000.00,1000.00
I. Ogbu,18,73,Lean,325000.00,1000.00
N. Temperini,23,69,Lean,240000.00,2000.00
T. Ivanof,20,69,Lean,325000.00,2000.00
C. González,20,72,Lean,325000.00,2000.00
B. Öztürk,22,69,Lean,280000.00,2000.00
M. Fischer,22,67,Normal,290000.00,2000.00
L. Malagón,21,72,Lean,290000.00,1000.00
M. Drawz,19,75,Lean,450000.00,1000.00
Z. Medley,17,78,Lean,375000.00,5000.00
P. Farman,28,60,Normal,150000.00,2000.00
M. Al Olayan,23,66,Normal,240000.00,3000.00
K. Tanno,32,60,Normal,120000.00,1000.00
A. Kovačević,24,66,Normal,240000.00,1000.00
F. Graudenz,26,60,Normal,220000.00,1000.00
R. Sallinger,22,67,Lean,210000.00,1000.00
L. Fraser,20,75,Normal,425000.00,1000.00
J. van Benthem,19,71,Normal,300000.00,1000.00
C. Stockton,24,64,Normal,270000.00,2000.00
D. Sánchez,25,65,Lean,230000.00,1000.00
Álvaro García,18,76,Lean,425000.00,1000.00
D. Leadbitter,27,60,Lean,170000.00,2000.00
C. Ainley,20,75,Lean,450000.00,2000.00
A. Bodart,20,71,Lean,280000.00,1000.00
N. Bazzana,22,68,Normal,260000.00,2000.00
M. Bleve,22,70,Normal,260000.00,1000.00
M. Molina,18,77,Lean,425000.00,2000.00
M. Behrens,21,70,Normal,260000.00,1000.00
V. Sirotov,26,60,Lean,220000.00,1000.00
M. Boudjemaa,20,75,Lean,425000.00,2000.00
C. Horgan,23,64,Normal,220000.00,1000.00
M. Rhead,34,60,Stocky,110000.00,3000.00
G. Nyamsi,21,70,Normal,290000.00,3000.00
E. Reijnders,17,77,Normal,400000.00,1000.00
C. McDermott,20,74,Normal,400000.00,1000.00
U. Mohammed,24,66,Normal,280000.00,1000.00
E. Andersson,21,71,Normal,350000.00,1000.00
L. Joyce,30,60,Normal,190000.00,3000.00
I. Kanu,18,75,Normal,425000.00,1000.00
A. Majrashi,20,72,Normal,325000.00,3000.00
C. Pombo,24,66,Normal,280000.00,2000.00
M. Bean,34,60,Normal,100000.00,1000.00
T. Conlon,22,64,Normal,270000.00,2000.00
A. Purzycki,20,68,Lean,270000.00,1000.00
M. Maranda,20,69,Normal,280000.00,1000.00
A. Al Obud,23,68,Normal,300000.00,4000.00
T. Kallevåg,25,63,Lean,260000.00,1000.00
Gori López,19,72,Normal,350000.00,1000.00
A. Tsvetkov,27,61,Normal,0.00,0.00
S. Al Khayri,23,67,Stocky,240000.00,3000.00
F. Musaev,29,60,Normal,200000.00,1000.00
Chen Jie,28,60,Normal,210000.00,2000.00
M. Burgess,23,65,Lean,280000.00,1000.00
E. Kutler,23,66,Normal,240000.00,1000.00
Chechu Grana,23,66,Normal,210000.00,1000.00
T. Siekman,28,62,Lean,200000.00,1000.00
E. Bullaude,17,75,Lean,425000.00,1000.00
Shi Liang,29,60,Normal,200000.00,2000.00
D. Barlaser,21,74,Lean,450000.00,5000.00
D. Camacho,21,73,Lean,400000.00,1000.00
J. Oates,27,60,Normal,170000.00,2000.00
S. Cosgrove,21,70,Lean,350000.00,1000.00
B. Garré,17,78,Lean,400000.00,7000.00
J. Jones,22,70,Normal,325000.00,3000.00
R. Tranberg,25,65,Normal,230000.00,1000.00
S. Bougrine,21,69,Normal,325000.00,1000.00
S. Byrne,25,63,Normal,260000.00,1000.00
Park Yong Ji,25,61,Lean,250000.00,1000.00
C. Calderón,21,73,Normal,350000.00,2000.00
F. Juárez,19,73,Lean,375000.00,1000.00
F. Lapis,24,64,Stocky,220000.00,1000.00
Cristian Rodríguez,22,70,Lean,325000.00,5000.00
S. Folan,26,62,Normal,210000.00,1000.00
Shan Pengfei,25,63,Lean,210000.00,2000.00
J. Yarney,20,71,Lean,325000.00,4000.00
F. Andersson,29,60,Normal,140000.00,1000.00
U. Tezel,21,69,Lean,280000.00,1000.00
A. Camara,20,69,Lean,280000.00,2000.00
A. Al Sharid,24,67,Lean,250000.00,3000.00
R. Jendrusch,22,66,Lean,210000.00,1000.00
M. Demir,20,73,Lean,400000.00,3000.00
J. Borgmann,20,67,Normal,250000.00,1000.00
D. Esmel,20,72,Normal,375000.00,1000.00
T. Nichols,24,62,Lean,260000.00,2000.00
R. Husić,22,69,Normal,240000.00,1000.00
V. Arboleda,21,72,Normal,375000.00,1000.00
G. Mells,21,69,Lean,325000.00,1000.00
Z. Grich,22,65,Normal,280000.00,1000.00
Yoon Dong Min,29,60,Normal,210000.00,1000.00
M. Jadama,24,69,Normal,280000.00,1000.00
Qi Tianyu,25,65,Normal,230000.00,2000.00
A. May,20,71,Lean,350000.00,1000.00
C. Maghoma,20,65,Lean,240000.00,1000.00
M. Sorensen,19,75,Stocky,400000.00,2000.00
B. Morris,18,77,Lean,425000.00,1000.00
O. Dytyatev,29,60,Normal,160000.00,1000.00
P. Mbodji,20,70,Lean,325000.00,2000.00
S. Al Najai,21,69,Lean,280000.00,3000.00
D. Margush,20,72,Normal,290000.00,1000.00
M. Bokoum,18,71,Lean,325000.00,1000.00
R. Wolsztyński,23,66,Lean,290000.00,1000.00
L. Cruz,21,72,Normal,375000.00,6000.00
R. Escobar,20,75,Lean,425000.00,1000.00
A. Al Shammary,22,69,Lean,325000.00,4000.00
F. Krüger,19,73,Normal,400000.00,1000.00
H. Heath,22,65,Lean,270000.00,1000.00
W. Boyle,22,67,Lean,250000.00,2000.00
A. Rodríguez,22,71,Normal,350000.00,3000.00
T. Domgjoni,19,75,Normal,450000.00,1000.00
M. Bola,20,70,Normal,290000.00,1000.00
H. Mitsumaru,24,64,Normal,220000.00,1000.00
S. Smith,20,74,Normal,450000.00,4000.00
J. Qwiberg,25,61,Normal,200000.00,1000.00
B. Ashley-Seal,19,76,Normal,450000.00,5000.00
S. Fujitani,20,67,Normal,250000.00,1000.00
Sergi Álamo,20,73,Lean,350000.00,3000.00
A. Ćatić,19,75,Normal,450000.00,1000.00
A. Akinola,18,79,Normal,425000.00,1000.00
P. Grant,24,67,Normal,250000.00,2000.00
K. Monlouis,22,70,Lean,325000.00,1000.00
A. Anastasio,21,70,Normal,290000.00,5000.00
R. Gilmartin,31,60,Normal,130000.00,2000.00
B. Njie,20,72,Lean,375000.00,1000.00
E. Monthe,23,67,Stocky,250000.00,2000.00
V. Millico,17,78,Normal,400000.00,3000.00
N. Husin,21,71,Lean,350000.00,2000.00
D. Salazar,19,75,Lean,450000.00,1000.00
V. Drchal,18,76,Normal,425000.00,1000.00
J. Caraballo,22,69,Normal,325000.00,1000.00
C. Zock,24,65,Normal,270000.00,4000.00
A. Chrzanowski,19,71,Normal,300000.00,1000.00
T. Clarke,20,74,Lean,400000.00,1000.00
F. Carstens,19,71,Normal,300000.00,1000.00
G. Scalera,20,71,Lean,300000.00,1000.00
B. Levis,25,65,Lean,230000.00,1000.00
B. Miele,23,66,Lean,280000.00,1000.00
A. Al Arraf,23,66,Normal,210000.00,2000.00
J. Sievers,23,68,Normal,230000.00,1000.00
J. Abarzua,26,62,Stocky,250000.00,1000.00
C. Villanueva,24,67,Normal,240000.00,4000.00
N. Arena,20,71,Lean,325000.00,2000.00
S. Marasovic,20,74,Normal,450000.00,4000.00
M. Falkeborn,25,64,Normal,220000.00,1000.00
R. Boultam,20,74,Lean,450000.00,1000.00
G. Giannoutsos,19,72,Normal,325000.00,1000.00
L. Plogmann,18,81,Normal,400000.00,1000.00
S. Perilli,23,68,Normal,230000.00,1000.00
A. Davies,20,71,Normal,325000.00,5000.00
S. Adrian,20,72,Stocky,375000.00,1000.00
I. Miller,31,60,Stocky,190000.00,3000.00
V. Rodríguez,23,69,Normal,325000.00,7000.00
N. Hagelskjær,28,60,Normal,160000.00,2000.00
T. Archibald,20,74,Lean,450000.00,4000.00
C. Missilou,25,63,Stocky,260000.00,2000.00
C. McGrandles,22,69,Lean,325000.00,2000.00
A. Rufer,22,66,Lean,220000.00,1000.00
R. Hall-Johnson,23,65,Normal,180000.00,2000.00
N. Kirby,18,79,Lean,325000.00,3000.00
E. Mena,20,72,Lean,300000.00,1000.00
M. Haarup,22,68,Normal,200000.00,1000.00
S. Kassar,28,59,Lean,120000.00,3000.00
K. Callan-McFadden,23,64,Normal,180000.00,1000.00
Ramón,27,59,Stocky,130000.00,2000.00
R. Grego-Cox,21,68,Stocky,240000.00,1000.00
R. Broom,21,66,Normal,220000.00,2000.00
L. Fenton,25,61,Lean,160000.00,1000.00
M. Özvardar,20,70,Normal,270000.00,2000.00
J. Rasheed,26,63,Normal,140000.00,1000.00
A. Siemaszko,21,66,Normal,220000.00,1000.00
B. Breukers,19,69,Normal,240000.00,1000.00
G. Kılıç,18,76,Normal,325000.00,1000.00
H. Koné,30,59,Stocky,150000.00,1000.00
Iván Martos,21,71,Normal,240000.00,1000.00
D. O'Halloran,22,68,Lean,240000.00,1000.00
G. McEachran,17,81,Lean,350000.00,6000.00
N. Mekonnen,18,75,Normal,290000.00,2000.00
L. Wedl,22,67,Lean,170000.00,1000.00
C. Hall,20,74,Normal,350000.00,2000.00
L. Pfeiffer,21,67,Lean,230000.00,2000.00
D. Markey,21,70,Lean,270000.00,1000.00
J. Schuurman,20,69,Normal,220000.00,1000.00
J. Stanic,19,73,Lean,300000.00,1000.00
Joo Hyun Ho,22,68,Lean,240000.00,1000.00
A. de Jong,21,67,Lean,0.00,0.00
W. Sietsma,22,68,Normal,180000.00,2000.00
C. Jordan,19,73,Normal,300000.00,3000.00
Óscar Gil,20,69,Normal,220000.00,1000.00
S. Matthews,21,67,Normal,230000.00,1000.00
K. Fukuda,33,59,Normal,90000.00,1000.00
O. Patrick,22,69,Lean,250000.00,2000.00
L. Kryeziu,19,74,Lean,325000.00,1000.00
J. Lyden,22,69,Lean,250000.00,3000.00
K. Hansen,17,72,Normal,270000.00,3000.00
Y. Yakovenko,24,63,Lean,210000.00,2000.00
B. Sabovic,20,68,Lean,240000.00,1000.00
F. Irie,20,70,Normal,270000.00,2000.00
S. Hornby,23,63,Normal,140000.00,2000.00
D. Padilla,24,63,Lean,200000.00,1000.00
M. Bakhit,26,60,Normal,150000.00,2000.00
S. Sosa,19,74,Normal,300000.00,1000.00
F. Mveng,26,62,Lean,190000.00,4000.00
M. Velázquez,27,59,Lean,130000.00,4000.00
Nuno Malheiro,24,63,Normal,170000.00,1000.00
K. Devaney,27,59,Normal,160000.00,1000.00
Zhang Jiaqi,26,61,Lean,160000.00,2000.00
Oleaga,21,68,Lean,180000.00,2000.00
J. Kristoffersen,21,66,Lean,220000.00,1000.00
F. Şimşek,20,74,Lean,350000.00,2000.00
R. Singh,28,59,Normal,0.00,0.00
M. Smith,22,66,Lean,220000.00,2000.00
M. Čović,20,76,Lean,350000.00,3000.00
Z. de la Paz,23,68,Normal,180000.00,2000.00
N. Sugai,33,59,Lean,90000.00,1000.00
K. Ikeda,31,59,Lean,140000.00,1000.00
M. Fonseca,22,68,Normal,240000.00,2000.00
Y. Roemer,16,75,Lean,300000.00,1000.00
R. Simpson,33,59,Lean,100000.00,3000.00
Kim Gyeong Jae,24,64,Normal,180000.00,1000.00
Jeong Seung Won,21,72,Normal,300000.00,1000.00
M. Šverko,20,73,Normal,300000.00,3000.00
T. Corbaz,24,67,Normal,200000.00,1000.00
R. Marín,20,76,Lean,350000.00,6000.00
B. Lika,25,62,Normal,160000.00,2000.00
N. Baumann,22,67,Lean,170000.00,1000.00
M. Kamenz,19,65,Normal,150000.00,1000.00
Wang Wei,29,59,Lean,150000.00,2000.00
K. Sidibé,19,74,Lean,300000.00,2000.00
A. Ramalingom,25,64,Normal,210000.00,1000.00
Zhou Liao,29,59,Normal,160000.00,3000.00
K. Madianga,24,65,Normal,210000.00,1000.00
K. Grabara,19,76,Lean,280000.00,3000.00
I. Al Shuayl,23,66,Normal,180000.00,2000.00
P. Gehrmann,23,68,Normal,210000.00,1000.00
T. Weiner,19,72,Normal,230000.00,1000.00
O. Al Khalaf,21,70,Lean,240000.00,3000.00
V. Kušej,18,77,Normal,325000.00,2000.00
F. Manzo,19,68,Lean,230000.00,1000.00
B. Chorbadzhiyski,22,69,Normal,0.00,0.00
A. Sissoko,21,69,Lean,220000.00,1000.00
D. Olsson,21,69,Normal,190000.00,1000.00
P. McClean,21,71,Normal,250000.00,1000.00
D. Horkaš,19,69,Normal,190000.00,1000.00
T. Enomoto,35,59,Normal,40000.00,1000.00
S. Sidler,19,72,Lean,260000.00,1000.00
C. Kühlwetter,22,67,Normal,230000.00,1000.00
A. Busti,18,77,Normal,0.00,0.00
A. Mitchell,22,67,Lean,0.00,0.00
E. Robson,21,70,Lean,260000.00,2000.00
Moon Jeong In,20,70,Lean,210000.00,1000.00
Gao Jiarun,23,65,Lean,180000.00,2000.00
D. Pender,33,59,Lean,60000.00,1000.00
A. Gamboa,19,72,Normal,260000.00,1000.00
E. Henschel,21,69,Normal,250000.00,1000.00
J. Abbel,19,70,Lean,220000.00,1000.00
A. Al Amri,21,69,Normal,220000.00,3000.00
Han Seung Wook,22,68,Normal,240000.00,1000.00
K. Eek,30,59,Normal,120000.00,1000.00
C. Manley,22,69,Normal,220000.00,1000.00
J. Peñaloza,18,77,Normal,325000.00,2000.00
D. Martinović,21,67,Normal,230000.00,1000.00
T. Müsel,18,76,Lean,325000.00,2000.00
E. Coronel,21,67,Normal,200000.00,2000.00
W. Ditta,21,68,Stocky,210000.00,1000.00
J. Andersson,23,68,Normal,200000.00,1000.00
Lee Sang Hyeob,28,59,Lean,150000.00,1000.00
R. Sykes,19,72,Lean,260000.00,1000.00
P. Kucharczyk,21,62,Normal,170000.00,1000.00
P. Bucha,20,68,Normal,240000.00,1000.00
J. Wrąbel,22,69,Lean,190000.00,1000.00
K. Colvey,24,63,Lean,170000.00,1000.00
O. Al Sunain,23,66,Normal,180000.00,3000.00
B. Wilmot,18,79,Lean,290000.00,3000.00
S. Kelly,24,62,Lean,200000.00,1000.00
M. Bachini,23,70,Normal,230000.00,1000.00
Iván Jaime,17,74,Lean,300000.00,1000.00
R. Armand,31,59,Normal,140000.00,1000.00
C. Dunn,30,59,Lean,100000.00,1000.00
Oh Inpyo,21,67,Lean,230000.00,1000.00
M. Tyler,41,59,Normal,10000.00,1000.00
R. Ariza,20,65,Lean,220000.00,1000.00
B. Murphy,33,59,Normal,80000.00,1000.00
N. Tenaglia,22,69,Lean,220000.00,2000.00
J. Meier,18,75,Lean,290000.00,3000.00
B. Goller,19,75,Lean,325000.00,2000.00
N. Yamada,27,59,Lean,160000.00,2000.00
P. Arredondo,23,66,Normal,190000.00,1000.00
C. Mitchell,22,65,Normal,160000.00,4000.00
K. Taylor,18,72,Lean,280000.00,4000.00
F. Hollinger-Janzen,24,65,Normal,220000.00,1000.00
M. Baghdadi,21,67,Lean,230000.00,1000.00
O. Sterling-James,24,62,Normal,200000.00,3000.00
Yang Ting,25,62,Normal,160000.00,2000.00
K. Kaïboue,19,71,Lean,240000.00,1000.00
